name,power,accuracy,type,damage_class,description,pokemon_names
flash-cannon,80,100,steel,special,Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.,"aggron,amaura,armaldo,aromatisse,aurorus,avalugg,bastiodon,beheeyem,bergmite,bisharp,blastoise,boldore,bronzong,bronzor,camerupt,carbink,clauncher,clawitzer,cobalion,cryogonal,diancie,doublade,druddigon,duosion,durant,eelektrik,eelektross,empoleon,ferroseed,forretress,genesect,gigalith,golurk,grumpig,honedge,horsea,hydreigon,jirachi,kingdra,klang,klefki,klink,klinklang,kyurem,lucario,magnemite,magneton,magnezone,mawile,metagross,metang,mew,nosepass,octillery,pawniard,probopass,regice,regirock,registeel,reuniclus,rhyperior,scizor,seadra,shieldon,sigilyph,skarmory,solosis,spoink,spritzee,starmie,staryu,steelix,vanillish,vanillite,vanilluxe,volcanion,xerneas,zekrom"
smack-down,50,100,rock,physical,"Inflicts regular damage.  Removes the target's immunity to ground-type damage.  This effect removes any existing Ground immunity due to levitate, magnet rise, or telekinesis, and causes the target's flying type to be ignored when it takes Ground damage.

If the target isn't immune to Ground damage, this move will fail.

This move can hit Pokémon under the effect of bounce, fly, or sky drop, and ends the effect of Bounce or Fly.","aerodactyl,aggron,aipom,ambipom,anorith,archen,archeops,armaldo,baltoy,barbaracle,bastiodon,binacle,blastoise,boldore,bonsly,bunnelby,camerupt,carbink,carracosta,chesnaught,chespin,clauncher,clawitzer,claydol,conkeldurr,cradily,cranidos,crustle,cubone,diancie,diggersby,diglett,donphan,druddigon,dugtrio,dwebble,emboar,exploud,froakie,frogadier,garbodor,geodude,gigalith,golem,golett,golurk,graveler,greninja,grotle,groudon,gurdurr,hariyama,heracross,infernape,kabuto,kabutops,krookodile,larvitar,lileep,loudred,lunatone,machamp,machoke,machop,magcargo,makuhita,mamoswine,mankey,marowak,mew,monferno,nidoking,nidoqueen,nosepass,octillery,omanyte,omastar,phanpy,piloswine,pinsir,primeape,probopass,pupitar,quilladin,rampardos,regirock,remoraid,rhydon,rhyhorn,rhyperior,sandshrew,sandslash,scrafty,scraggy,shieldon,shuckle,sigilyph,slaking,slugma,snorlax,solrock,steelix,sudowoodo,swampert,swinub,teddiursa,terrakion,tirtouga,torterra,turtwig,tyranitar,ursaring,volcanion"
body-press,80,100,fighting,physical,,"abomasnow,aggron,aron,avalugg,bastiodon,blastoise,boldore,bronzong,camerupt,carbink,chesnaught,claydol,cobalion,cofagrigus,crustle,cubchoo,diancie,donphan,dragonite,eelektross,emboar,forretress,garbodor,gigalith,golem,golurk,goodra,graveler,groudon,grumpig,hariyama,hawlucha,hippopotas,hippowdon,hypno,jigglypuff,kyurem,lairon,lapras,lickilicky,lickitung,magnezone,makuhita,mamoswine,mantine,metagross,mew,miltank,nidoking,nidoqueen,nosepass,probopass,quagsire,rampardos,regice,regirock,registeel,reshiram,rhydon,rhyhorn,rhyperior,skarmory,slaking,slowbro,snorlax,steelix,sudowoodo,swalot,swampert,torkoal,torterra,tropius,tyranitar,volcanion,wailmer,wailord,wigglytuff,zekrom"
bug-bite,60,100,bug,physical,"Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.

If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.

If this move is super effective and the target is holding a berry that can reduce this move's damage, it will do so, and will not be stolen.","accelgor,anorith,ariados,armaldo,beautifly,beedrill,burmy,butterfree,carnivine,cascoon,caterpie,combee,crustle,drapion,durant,dustox,dwebble,escavalier,flygon,forretress,galvantula,genesect,gligar,gliscor,heracross,illumise,joltik,kakuna,karrablast,kricketot,kricketune,leavanny,ledian,ledyba,masquerain,metapod,mew,mothim,nincada,ninjask,paras,parasect,pineco,pinsir,scatterbug,scizor,scolipede,scyther,sewaddle,shedinja,shelmet,shuckle,silcoon,skorupi,spewpa,spinarak,surskit,swadloon,trapinch,venipede,venomoth,venonat,vespiquen,vibrava,victreebel,vivillon,volbeat,volcarona,weepinbell,whirlipede,wurmple,yanma,yanmega"
electroweb,55,95,electric,special,Lowers the target's Speed by one stage.,"ampharos,ariados,beautifly,beedrill,burmy,butterfree,cascoon,caterpie,chinchou,dedenne,dustox,eelektrik,eelektross,electabuzz,electivire,electrode,elekid,emolga,flaaffy,galvantula,genesect,heliolisk,helioptile,jolteon,joltik,kakuna,lanturn,leavanny,luxio,luxray,magnemite,magneton,magnezone,mareep,metapod,mew,mothim,pachirisu,pichu,pikachu,plusle,porygon,porygon-z,porygon2,raichu,raikou,rotom,sewaddle,shinx,silcoon,spewpa,spinarak,stunfisk,swadloon,vivillon,voltorb,wurmple,zebstrika"
harden,,,normal,status,Raises the user's Defense by one stage.,"aggron,anorith,armaldo,aron,avalugg,axew,baltoy,beautifly,beedrill,bergmite,boldore,bonsly,butterfree,carbink,cascoon,claydol,corphish,corsola,crawdaunt,diancie,dustox,ferroseed,gastrodon,geodude,gigalith,gligar,gliscor,golem,graveler,grimer,heracross,kabuto,kabutops,kakuna,kingler,krabby,lairon,lunatone,magcargo,metapod,muk,nincada,ninjask,nosepass,nuzleaf,pinsir,probopass,qwilfish,seedot,shedinja,shellos,shiftry,silcoon,slugma,snorlax,solrock,spewpa,starmie,staryu,steelix,sudowoodo,vanillish,vanillite,vanilluxe"
gust,40,100,flying,special,"Inflicts regular damage.

If the target is under the effect of bounce, fly, or sky drop, this move will hit with double power.","articuno,beautifly,butterfree,chatot,combee,crobat,drifblim,drifloon,ducklett,dustox,finneon,flygon,golbat,ho-oh,honchkrow,lugia,lumineon,mandibuzz,masquerain,moltres,mothim,murkrow,nincada,noibat,noivern,pidgeot,pidgeotto,pidgey,pidove,sigilyph,staraptor,staravia,starly,suicune,swanna,swoobat,tranquill,trapinch,tropius,unfezant,venomoth,vespiquen,vibrava,vivillon,volcarona,vullaby,whimsicott,wingull,woobat,yanma,yanmega,yveltal,zubat"
whirlwind,,,normal,status,"Switches the target out for another of its trainer's Pokémon selected at random.  Wild battles end immediately.

Doesn't affect Pokémon with suction cups or under the effect of ingrain.","aerodactyl,articuno,beautifly,braviary,butterfree,cranidos,dodrio,doduo,dustox,fearow,golbat,hariyama,hippopotas,ho-oh,hoothoot,lugia,makuhita,mandibuzz,masquerain,mew,moltres,munchlax,murkrow,noctowl,noibat,noivern,pidgeot,pidgeotto,pidgey,rampardos,rufflet,shiftry,sigilyph,skarmory,skorupi,snorlax,spoink,staraptor,staravia,starly,taillow,tropius,venomoth,volcarona,vullaby,whismur,yanma,yanmega,zapdos,zubat"
supersonic,,55,normal,status,Confuses the target.,"aerodactyl,azurill,butterfree,chatot,chinchou,clamperl,cloyster,crobat,dodrio,doduo,dratini,empoleon,exploud,flygon,golbat,goldeen,hoothoot,lanturn,ledian,ledyba,lickilicky,lickitung,loudred,luvdisc,magnemite,magneton,magnezone,mantine,mantyke,marill,marshtomp,masquerain,mudkip,nidoking,nidoqueen,noctowl,noibat,noivern,omanyte,omastar,palpitoad,pelipper,piplup,prinplup,qwilfish,remoraid,seaking,shellder,staryu,swampert,taillow,tentacool,tentacruel,tympole,venomoth,venonat,vibrava,vivillon,whismur,wingull,woobat,yanma,yanmega,zubat"
psybeam,65,100,psychic,special,Inflicts regular damage.  Has a 10% chance to confuse the target.,"azelf,baltoy,banette,beheeyem,braixen,bronzong,butterfree,chimecho,chinchou,claydol,clefable,clefairy,delphox,drifblim,drifloon,drowzee,duosion,dustox,elgyem,espeon,espurr,exeggcute,exeggutor,fennekin,finneon,gallade,gardevoir,girafarig,goldeen,golduck,gothita,gothitelle,gothorita,grumpig,hoothoot,hypno,inkay,jirachi,kadabra,kecleon,kirlia,koffing,lanturn,ledyba,lumineon,malamar,mantine,masquerain,medicham,meditite,mesprit,mew,mewtwo,misdreavus,mismagius,mothim,munna,musharna,noctowl,octillery,paras,porygon,porygon-z,porygon2,ralts,remoraid,reuniclus,seaking,shuppet,sigilyph,slowbro,slowking,slowpoke,solosis,spinarak,spinda,spiritomb,spoink,stantler,starmie,staryu,surskit,uxie,venomoth,venonat,vivillon,weezing"
stun-spore,,75,grass,status,Paralyzes the target.,"amoonguss,beautifly,bellsprout,breloom,budew,butterfree,carnivine,cherrim,cherubi,cottonee,exeggcute,exeggutor,foongus,gloom,hoppip,jumpluff,lilligant,masquerain,oddish,paras,parasect,petilil,roselia,roserade,scatterbug,shroomish,skiploom,tangela,tangrowth,venomoth,venonat,victreebel,vileplume,vivillon,weepinbell,whimsicott"
psychic,90,100,psychic,special,Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.,"abra,alomomola,ariados,aromatisse,audino,aurorus,azelf,baltoy,banette,beautifly,beheeyem,blissey,braixen,bronzong,bronzor,butterfree,carbink,celebi,chandelure,chansey,chimecho,chingling,claydol,clefable,clefairy,cofagrigus,corsola,darkrai,delphox,diancie,drifblim,drifloon,drowzee,duosion,dusclops,dusknoir,duskull,dustox,electabuzz,electivire,elekid,elgyem,espeon,espurr,exeggcute,exeggutor,fennekin,floette,florges,frillish,gallade,garbodor,gardevoir,gastly,genesect,gengar,girafarig,golduck,golett,golurk,gorebyss,gothita,gothitelle,gothorita,grumpig,happiny,haunter,ho-oh,honchkrow,hoothoot,hypno,igglybuff,inkay,jellicent,jigglypuff,jirachi,jynx,kadabra,kirlia,klefki,kyurem,lampent,lapras,latias,latios,litwick,lucario,lugia,lunatone,magmar,magmortar,malamar,medicham,meditite,mesprit,metagross,metang,mew,mewtwo,misdreavus,mismagius,mothim,munchlax,munna,murkrow,musharna,noctowl,noibat,noivern,octillery,phantump,politoed,poliwag,poliwhirl,poliwrath,porygon,porygon-z,porygon2,ralts,remoraid,reshiram,reuniclus,shuppet,sigilyph,slowbro,slowking,slowpoke,slurpuff,smoochum,snorlax,solosis,solrock,spinarak,spinda,spiritomb,spoink,spritzee,stantler,starmie,staryu,swirlix,swoobat,sylveon,togekiss,togepi,togetic,trevenant,umbreon,uxie,venomoth,venonat,victini,vivillon,volcarona,whimsicott,wigglytuff,woobat,xatu,xerneas,yamask,yanma,yanmega,yveltal,zekrom,zoroark"
teleport,,,psychic,status,Does nothing.  Wild battles end immediately.,"abra,arcanine,beheeyem,butterfree,chansey,claydol,clefable,clefairy,cloyster,drowzee,electabuzz,electrode,elgyem,exeggcute,exeggutor,gallade,gardevoir,hypno,jigglypuff,jynx,kadabra,kirlia,magmar,magnemite,magneton,mew,mewtwo,porygon,ralts,shellder,slowbro,slowpoke,starmie,staryu,venomoth,voltorb,wigglytuff,xatu"
dream-eater,100,100,psychic,special,Fails if not used on a sleeping Pokémon.  Inflicts regular damage.  Drains half the damage inflicted to heal the user.,"abra,absol,aipom,altaria,amaura,ambipom,aromatisse,audino,aurorus,azelf,baltoy,banette,beheeyem,blissey,braixen,bronzong,bronzor,butterfree,celebi,chandelure,chansey,chimecho,chingling,claydol,clefable,clefairy,cofagrigus,cottonee,darkrai,delcatty,delphox,drifblim,drifloon,drowzee,dunsparce,duosion,dusclops,dusknoir,duskull,elgyem,espeon,espurr,exeggcute,exeggutor,fennekin,frillish,gallade,gardevoir,gastly,gengar,girafarig,glameow,gligar,gothita,gothitelle,gothorita,grumpig,gulpin,happiny,haunter,ho-oh,honchkrow,hoothoot,houndoom,houndour,hypno,igglybuff,jellicent,jigglypuff,jirachi,jynx,kadabra,kirlia,lampent,lapras,latias,latios,leavanny,lickilicky,lickitung,liepard,lilligant,litwick,lugia,lunatone,medicham,meditite,mesprit,mew,mewtwo,misdreavus,mismagius,mothim,munna,murkrow,musharna,ninetales,noctowl,noibat,noivern,persian,petilil,phantump,porygon,porygon-z,porygon2,purrloin,purugly,ralts,reuniclus,rotom,sewaddle,shedinja,shuppet,sigilyph,slowbro,slowking,slowpoke,slurpuff,smoochum,sneasel,solosis,solrock,spinda,spiritomb,spoink,spritzee,stantler,starmie,swablu,swadloon,swalot,swirlix,swoobat,togekiss,togepi,togetic,trevenant,umbreon,uxie,venomoth,vivillon,watchog,weavile,whimsicott,wigglytuff,woobat,xatu,yamask,yanma,yanmega,yveltal"
psywave,,100,psychic,special,"Inflicts typeless damage between 50% and 150% of the user's level, selected at random in increments of 10%.","abra,bronzong,bronzor,butterfree,chansey,chimecho,clefable,clefairy,drowzee,duosion,electabuzz,exeggcute,exeggutor,gastly,gengar,grumpig,haunter,hypno,inkay,jigglypuff,jynx,kadabra,koffing,lapras,latias,latios,lunatone,magmar,malamar,mew,mewtwo,misdreavus,mismagius,munna,poliwag,poliwhirl,poliwrath,porygon,reuniclus,sigilyph,slowbro,slowpoke,snorlax,solosis,solrock,spoink,starmie,staryu,venomoth,venonat,wigglytuff"
thief,60,100,dark,physical,"Inflicts regular damage.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.

Pokémon with sticky hold or multitype are immune to the item theft effect.

The target cannot recover its item with recycle.

This move cannot be selected by assist or metronome.","abra,absol,aerodactyl,aipom,altaria,ambipom,arbok,arcanine,ariados,banette,barbaracle,beautifly,beedrill,beheeyem,bellsprout,bibarel,bidoof,binacle,bisharp,blaziken,blissey,bonsly,braixen,buizel,bunnelby,butterfree,cacnea,cacturne,carnivine,carvanha,castform,chandelure,chansey,chatot,chimchar,cinccino,clauncher,clawitzer,clefable,clefairy,cofagrigus,combusken,conkeldurr,corphish,cranidos,crawdaunt,croagunk,crobat,croconaw,cubchoo,cubone,darkrai,darumaka,dedenne,deino,delibird,delphox,dewgong,dewott,diggersby,diglett,dodrio,doduo,donphan,dragalge,drapion,drifblim,drifloon,drowzee,dugtrio,dunsparce,dusclops,dusknoir,duskull,dustox,ekans,electabuzz,electivire,electrike,electrode,elekid,elgyem,exeggcute,exeggutor,fearow,fennekin,feraligatr,finneon,fletchinder,fletchling,floatzel,froakie,frogadier,furret,gallade,galvantula,garbodor,gardevoir,gastly,gengar,girafarig,glameow,gligar,gliscor,golbat,golduck,golett,golurk,gothita,gothitelle,gothorita,granbull,greninja,grimer,grovyle,growlithe,grumpig,gulpin,gurdurr,hariyama,haunter,hawlucha,heracross,hitmonchan,hitmonlee,hitmontop,honchkrow,hoothoot,hoppip,houndoom,houndour,hydreigon,hypno,illumise,infernape,inkay,jigglypuff,joltik,jumpluff,jynx,kabuto,kabutops,kadabra,kangaskhan,kecleon,kingler,kirlia,klefki,koffing,krabby,krokorok,krookodile,lampent,ledian,ledyba,lickilicky,lickitung,liepard,linoone,litleo,litwick,lombre,lotad,ludicolo,lumineon,luxio,luxray,machamp,machoke,machop,magmar,magmortar,makuhita,malamar,mandibuzz,manectric,mankey,marowak,masquerain,medicham,meditite,mew,mightyena,minccino,misdreavus,mismagius,monferno,mothim,muk,murkrow,nidoking,nidoqueen,nidorino,ninjask,noctowl,noibat,noivern,nuzleaf,octillery,omanyte,omastar,oshawott,pachirisu,pangoro,panpour,pansage,pansear,paras,parasect,pawniard,pelipper,persian,phanpy,phantump,pidgeot,pidgeotto,pidgey,pikachu,pinsir,politoed,poliwag,poliwhirl,poliwrath,poochyena,porygon,porygon-z,porygon2,primeape,purrloin,purugly,pyroar,quagsire,raichu,ralts,rampardos,raticate,rattata,remoraid,rhydon,rhyhorn,rhyperior,rotom,samurott,sandile,sandshrew,sandslash,sceptile,scizor,scrafty,scraggy,scyther,seel,sentret,seviper,sharpedo,shedinja,shiftry,shinx,shuppet,sigilyph,simipour,simisage,simisear,skarmory,skiploom,skorupi,skrelp,slaking,slakoth,slurpuff,smoochum,sneasel,snubbull,spinarak,spinda,spiritomb,spoink,stantler,staraptor,staravia,starly,stunky,sudowoodo,surskit,swablu,swalot,swellow,swirlix,swoobat,taillow,talonflame,tangela,tangrowth,tauros,teddiursa,tentacool,tentacruel,totodile,toxicroak,treecko,trevenant,trubbish,tyrogue,umbreon,ursaring,venomoth,venonat,vespiquen,victreebel,vigoroth,vivillon,volbeat,voltorb,vullaby,weavile,weepinbell,weezing,whimsicott,wigglytuff,wingull,woobat,xatu,yamask,yanma,yanmega,yveltal,zangoose,zigzagoon,zoroark,zorua,zubat,zweilous"
nightmare,,100,ghost,status,"Only works on sleeping Pokémon.  Gives the target a nightmare, damaging it for 1/4 its max HP every turn.  If the target wakes up or leaves the field, this effect ends.","abra,absol,aipom,banette,butterfree,celebi,chimecho,clefable,clefairy,darkrai,drowzee,dunsparce,dusclops,duskull,espeon,exeggcute,exeggutor,gardevoir,gastly,gengar,girafarig,gulpin,haunter,ho-oh,hoothoot,houndoom,houndour,hypno,igglybuff,jigglypuff,jirachi,jynx,kadabra,kirlia,lapras,lickitung,lugia,masquerain,mew,mewtwo,misdreavus,munna,murkrow,noctowl,persian,porygon,porygon2,ralts,roselia,shedinja,shuppet,slowbro,slowking,slowpoke,smoochum,sneasel,spinda,spiritomb,stantler,starmie,swalot,tyranitar,umbreon,wigglytuff,xatu,yamask"
baton-pass,,,normal,status,"User switches out, and the trainer selects a replacement Pokémon from the party.  Stat changes, confusion, and persistent move effects are passed along to the replacement Pokémon.

The following move effects are passed:

* aqua ring
* both the user's and target's effect of block, mean look, and spider web
* the curse effect of curse
* embargo
* focus energy or an activated lansat berry
* gastro acid
* ingrain
* being sapped by leech seed
* being targeted by lock on or mind reader
* magnet rise
* perish song's counter
* power trick
* substitute; the doll's HP is unchanged

The replacement Pokémon does not trigger effects that respond to Pokémon switching in.","absol,accelgor,aipom,alomomola,ambipom,ariados,azelf,blaziken,buizel,buneary,butterfree,celebi,chimecho,chingling,cinccino,clefable,clefairy,combusken,croagunk,deerling,delibird,diancie,dodrio,doduo,drifblim,drifloon,dunsparce,durant,eevee,emolga,espeon,flareon,floatzel,floette,florges,furret,girafarig,glaceon,gligar,gliscor,gorebyss,hawlucha,hitmonchan,hitmonlee,hitmontop,hoppip,huntail,hypno,illumise,inkay,jigglypuff,jirachi,jolteon,jumpluff,kricketune,latias,latios,leafeon,leavanny,ledian,ledyba,liepard,lopunny,lunatone,malamar,masquerain,mawile,medicham,meditite,mesprit,mew,mienfoo,mienshao,minccino,munna,ninetales,ninjask,patrat,plusle,poliwrath,purrloin,rapidash,sawsbuck,scizor,scolipede,scyther,sentret,sewaddle,shelmet,skiploom,solrock,spinarak,spinda,surskit,swadloon,swoobat,sylveon,togekiss,togepi,togetic,torchic,toxicroak,umbreon,uxie,vaporeon,venomoth,venonat,victini,volbeat,vulpix,watchog,weavile,wigglytuff,woobat,xatu,zangoose,zapdos,zebstrika"
psych-up,,,normal,status,"Discards the user's stat changes and copies the target's.

This move cannot be copied by mirror move.","abra,absol,alomomola,altaria,amaura,aromatisse,audino,aurorus,azelf,baltoy,banette,beheeyem,blissey,bonsly,braixen,bronzong,bronzor,budew,butterfree,carbink,castform,celebi,chandelure,chansey,chimchar,chimecho,chingling,claydol,clefable,clefairy,cobalion,cofagrigus,cradily,darkrai,deino,delcatty,delphox,diancie,drifblim,drifloon,drowzee,dunsparce,duosion,dusclops,dusknoir,duskull,elgyem,empoleon,entei,espeon,espurr,exeggcute,exeggutor,exploud,fennekin,finneon,frillish,gallade,gardevoir,gastly,gengar,girafarig,glameow,golduck,golett,golurk,gorebyss,gothita,gothitelle,gothorita,groudon,grumpig,happiny,haunter,heliolisk,helioptile,ho-oh,honchkrow,hoothoot,hoppip,hydreigon,hypno,igglybuff,illumise,infernape,inkay,jellicent,jigglypuff,jirachi,jumpluff,jynx,kadabra,kecleon,kirlia,klefki,kyogre,lampent,latias,latios,lickilicky,lickitung,liepard,lileep,lilligant,litwick,loudred,lucario,lugia,lumineon,lunatone,luvdisc,magnemite,magneton,magnezone,malamar,mandibuzz,mankey,masquerain,mawile,medicham,meditite,mesprit,metagross,metang,mew,mewtwo,mienfoo,mienshao,mightyena,milotic,miltank,misdreavus,mismagius,monferno,mothim,munna,murkrow,musharna,ninetales,noctowl,nuzleaf,persian,phantump,piplup,politoed,poliwhirl,poliwrath,poochyena,porygon,porygon-z,porygon2,primeape,prinplup,purrloin,purugly,raikou,ralts,rayquaza,regice,regirock,registeel,reuniclus,riolu,roselia,roserade,rotom,shiftry,shuppet,sigilyph,skiploom,slowbro,slowking,slowpoke,slurpuff,smoochum,sneasel,snorlax,solosis,solrock,spinda,spiritomb,spoink,spritzee,stantler,starmie,staryu,steelix,sudowoodo,suicune,surskit,swablu,swirlix,swoobat,sylveon,tangela,tangrowth,terrakion,togekiss,togepi,togetic,trevenant,umbreon,unfezant,uxie,victini,virizion,vivillon,volbeat,vullaby,vulpix,watchog,weavile,whismur,wigglytuff,woobat,xatu,xerneas,yamask,yanma,yanmega,zoroark,zorua,zweilous"
